"chemin_original","type","classement_audit","statut_git_initial","action_realisee","motif","protection","sha256_original","chemin_archive","sha256_archive","references_entrantes_avant","liens_sortants_avant","informations_a_preserver","revision_source"
"docs/geospatial/schema-and-validation.md","document","À archiver","suivi","laisse_en_place","Rapport géographique susceptible de porter sources et transformations: provenance conservée","Rapport géographique susceptible de porter sources et transformations: provenance conservée","50d5ed93f6a8df0a369cc9739736fe09fc8f517d5909bae110a96181fcd7d9df","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/handoffs/platform-latest-reconcile/market-commerce-handoff.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","ae4f419b42ab49c315a76b6a0f3409c3a4e8b9869aef831ef09c075336cd8590","docs/archive/2026-09-13/chantier/docs/handoffs/platform-latest-reconcile/market-commerce-handoff.md","ae4f419b42ab49c315a76b6a0f3409c3a4e8b9869aef831ef09c075336cd8590","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/ios-audio-engine-audit.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","05e127feb49dafd87b910fe8b26619d92623da1a64110d446b968865e29d926d","docs/archive/2026-09-13/chantier/docs/ios-audio-engine-audit.md","05e127feb49dafd87b910fe8b26619d92623da1a64110d446b968865e29d926d","docs/audio-engine-framework-decision.md","[{""url"":""./audio-engine-room-bridge-decision.md"",""target"":""docs/audio-engine-room-bridge-decision.md"",""exists"":true},{""url"":""./audio-engine-framework-decision.md"",""target"":""docs/audio-engine-framework-decision.md"",""exists"":true}]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/meewav-audio-bridge-autotune-2026.md","document","À archiver","suivi","copie_chantier","Liens relatifs sortants: copie historique, original maintenu pour conserver leur résolution","","25a59f2a2c9927c67cbdf2ba81c54a2706a4b245ee1a24c1d2cca4c6da9372cd","docs/archive/2026-09-13/chantier/docs/meewav-audio-bridge-autotune-2026.md","25a59f2a2c9927c67cbdf2ba81c54a2706a4b245ee1a24c1d2cca4c6da9372cd","","[{""url"":""../experiments/voice-correction/candidates.json"",""target"":""experiments/voice-correction/candidates.json"",""exists"":true},{""url"":""../experiments/voice-correction/corpus.manifest.json"",""target"":""experiments/voice-correction/corpus.manifest.json"",""exists"":true}]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/meewav-test-pitch-engine.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","67f3b95de1182bb3cca9e3d2024d822aa57f2e2c7d7f21a674a6b8eb2613aed8","docs/archive/2026-09-13/chantier/docs/meewav-test-pitch-engine.md","67f3b95de1182bb3cca9e3d2024d822aa57f2e2c7d7f21a674a6b8eb2613aed8","docs/rooms-local-audio.md","[]","historique et décisions; périmètre de la version","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/opendaw-voice-correction-audit.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","7b9829da87590564217da7c1fcf4f27bff39a55e6012603768f2826098579856","docs/archive/2026-09-13/chantier/docs/opendaw-voice-correction-audit.md","7b9829da87590564217da7c1fcf4f27bff39a55e6012603768f2826098579856","docs/opendaw-voice-correction-poc.md","[]","historique et décisions; périmètre de la version","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/opendaw-voice-correction-poc.md","document","À archiver","suivi","laisse_en_place","Référence depuis code, configuration ou script; fichier maintenu à son emplacement","Référencé hors documentation","47bae9a6cd38a1cee6aaf74a6f7ec18e5ee13c19394ab80b0021491bc3f906d0","","","docs/meewav-audio-bridge-autotune-2026.md | experiments/voice-correction/candidates.json","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/profile-viewer-public-hub.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","588fc86aab5bab1fdc685ff1945e52b8da436d9d1ed22b4a06c9dca0d61a07f0","","","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms-local-audio.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","ca820bb6114412823f9a298d3aade20ff315e3885a7765b38c5d525c074625f3","","","","[{""url"":""./meewav-test-pitch-engine.md"",""target"":""docs/meewav-test-pitch-engine.md"",""exists"":true}]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms-place-context.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","5792e6ba07da175e7ba48a73a017515bec327a028d454fac9ad3d733364d4ed5","docs/archive/2026-09-13/chantier/docs/rooms-place-context.md","5792e6ba07da175e7ba48a73a017515bec327a028d454fac9ad3d733364d4ed5","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms-place-infrastructure-contract.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","009a3f0562e37f1f3393861ce51e8da8dfc186906911f96f0f8baa81f3fd041a","","","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms-place-video-direction.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","c1dacd0b69dce76d25544c0636158fab34ea208258e6821242285483313396db","","","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/CAGE_COMPETITION_V1.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","ba9e69d0bc8f42b885d7e5fee3a80eccd6cff1e1e2de969c4de8a2876a18f877","","","ROOMS-REFERENCE.md","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/PLACE_IOS_COMPLETE_CONTEXT.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","70414ad1cc79ec0a5e0e7c1237c745ec42c9a2e56e652f6a09d6c7cbae05dcc9","docs/archive/2026-09-13/chantier/docs/rooms/PLACE_IOS_COMPLETE_CONTEXT.md","70414ad1cc79ec0a5e0e7c1237c745ec42c9a2e56e652f6a09d6c7cbae05dcc9","docs/rooms/PLACE_WEB_V1.md","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/PLACE_WEB_MASTER_CORRECTION_AUDIT.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","6dc5b9b638fb2a2dc13cc8e15353ec3c16a74031a9001062ca3e9912f3fbeba4","docs/archive/2026-09-13/chantier/docs/rooms/PLACE_WEB_MASTER_CORRECTION_AUDIT.md","6dc5b9b638fb2a2dc13cc8e15353ec3c16a74031a9001062ca3e9912f3fbeba4","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/PLACE_WEB_V1.md","document","À remplacer","suivi","copie_reference","Sauvegarde avant remplacement; original actif inchangé","","38ae757d85cc4451c9acf62fa1c0a41c3d59864b95e9a053d20c8a6c586872ef","docs/archive/2026-09-13/references-remplacees/docs/rooms/PLACE_WEB_V1.md","38ae757d85cc4451c9acf62fa1c0a41c3d59864b95e9a053d20c8a6c586872ef","","[{""url"":""./PLACE_IOS_COMPLETE_CONTEXT.md"",""target"":""docs/rooms/PLACE_IOS_COMPLETE_CONTEXT.md"",""exists"":true}]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/ROOMS_FINISHING_PLAN.md","document","À archiver","suivi","copie_chantier","Liens relatifs sortants: copie historique, original maintenu pour conserver leur résolution","","ead03d31082c4aba6b56dcc0cace8c83c2689c2fee90765d90eead1a1ed451d2","docs/archive/2026-09-13/chantier/docs/rooms/ROOMS_FINISHING_PLAN.md","ead03d31082c4aba6b56dcc0cace8c83c2689c2fee90765d90eead1a1ed451d2","","[{""url"":""ROOMS_LAUNCH_AUDIT.md"",""target"":""docs/rooms/ROOMS_LAUNCH_AUDIT.md"",""exists"":true}]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/ROOMS_LAUNCH_AUDIT.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","c2266caa9b83f81b81fe68e74e8dc7fd4cfdb6a96a32247c2d6d69f70a6daf71","docs/archive/2026-09-13/chantier/docs/rooms/ROOMS_LAUNCH_AUDIT.md","c2266caa9b83f81b81fe68e74e8dc7fd4cfdb6a96a32247c2d6d69f70a6daf71","docs/rooms/ROOMS_FINISHING_PLAN.md","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/WAVE_PRODUCTION_V2.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","e3ad14298a7db5db43f833a5ecf0f543fcd0ced417c60e6fdb44a61c57a5981c","","","","[{""url"":""WAVE_VIEWER_V6.md"",""target"":""docs/rooms/WAVE_VIEWER_V6.md"",""exists"":true}]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/WAVE_VIEWER_V6.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","3af8f1d7e3cecc07434a892d28f0ef4a33ffc25445149ebc5fec34be4b0302ca","","","docs/rooms/WAVE_PRODUCTION_V2.md","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/rooms/place-conversation-tools.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","f6f4db011e5090238c3f963a4c0f86dcce176957dd61f17b034657f944302fef","","","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/scene-acceptance-matrix.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","dd342a75da296b10571d8cd8d7f72b86424a845ddfe8a127a920f1c7ff0e9117","docs/archive/2026-09-13/chantier/docs/scene-acceptance-matrix.md","dd342a75da296b10571d8cd8d7f72b86424a845ddfe8a127a920f1c7ff0e9117","","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/scene-final-audit.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","365921747bf951f5ed55949db39e6d0a3c0441c43ca96299d38560b0639db2e4","docs/archive/2026-09-13/chantier/docs/scene-final-audit.md","365921747bf951f5ed55949db39e6d0a3c0441c43ca96299d38560b0639db2e4","docs/scene-acceptance-matrix.md | docs/scene-refactor.md","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/scene-investor-demo-script.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","0f14d04a1dcc534333cd44c1d78786234f4db54b0750b07a18542f6f52e26578","docs/archive/2026-09-13/chantier/docs/scene-investor-demo-script.md","0f14d04a1dcc534333cd44c1d78786234f4db54b0750b07a18542f6f52e26578","docs/scene-acceptance-matrix.md | docs/scene-refactor.md","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/scene-refactor.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","390ff0e9469be800610e5256e4a1e15329eddfafe255f7358078f1085cc76c3f","docs/archive/2026-09-13/chantier/docs/scene-refactor.md","390ff0e9469be800610e5256e4a1e15329eddfafe255f7358078f1085cc76c3f","docs/scene-acceptance-matrix.md","[{""url"":""./scene-final-audit.md"",""target"":""docs/scene-final-audit.md"",""exists"":true},{""url"":""./scene-investor-demo-script.md"",""target"":""docs/scene-investor-demo-script.md"",""exists"":true}]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/scene-studio-spec.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","3f02483ff3cf62f45c64d6f304206434190dfc612209c66ddcbea5325ef6f660","","","docs/scene-final-audit.md","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-correction-plan.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","1907e3b3886464af42832b869842679f65376008499c4d69807eca3a595255ce","docs/archive/2026-09-13/chantier/docs/tremplin-correction-plan.md","1907e3b3886464af42832b869842679f65376008499c4d69807eca3a595255ce","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-delivery.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","24134be5e84da0de9dbb9c456e257242fd51a47b4efcc2bd3871cb5593860003","docs/archive/2026-09-13/chantier/docs/tremplin-delivery.md","24134be5e84da0de9dbb9c456e257242fd51a47b4efcc2bd3871cb5593860003","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-discovery-guide.md","document","À archiver","suivi","laisse_en_place","Provenance et intégration des ressources: maintien conservatoire","Provenance et intégration des ressources: maintien conservatoire","53c9c20682f62d05cb5ea3be544bf9febb1383f3267063a263ec1d2c4e6cedab","","","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-final-cards-images.md","document","À archiver","suivi","laisse_en_place","Provenance et intégration des ressources: maintien conservatoire","Provenance et intégration des ressources: maintien conservatoire","cbb59351d983a310242de261795742aa880e664261835ac5f2fa062544e2d258","","","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-grades-prestige.md","document","À archiver","suivi","laisse_en_place","Provenance et intégration des ressources: maintien conservatoire","Provenance et intégration des ressources: maintien conservatoire","2a227665cfa4112207a3aa37f2d58dc3785706bd6be933d03289c86de4bf2203","","","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-home-refactor.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","cc00dc6dcc0f51ad0f0989022ee9055f3b257caa62ff21f8800af7580b112eff","docs/archive/2026-09-13/chantier/docs/tremplin-home-refactor.md","cc00dc6dcc0f51ad0f0989022ee9055f3b257caa62ff21f8800af7580b112eff","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-home-refonte.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","bd2b90c169b3eed7404210f200b85978fbbaeebd021b551b9e7a67ad9db47869","docs/archive/2026-09-13/chantier/docs/tremplin-home-refonte.md","bd2b90c169b3eed7404210f200b85978fbbaeebd021b551b9e7a67ad9db47869","docs/tremplin-correction-plan.md","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-home-talents-image.md","document","À archiver","suivi","laisse_en_place","Provenance et intégration des ressources: maintien conservatoire","Provenance et intégration des ressources: maintien conservatoire","0779c04e42a6d6af68b990d651b71dff96e8e87fd7977773d6213fe26bddf08e","","","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-project-wall.md","document","À archiver","suivi","laisse_en_place","Provenance et intégration des ressources: maintien conservatoire","Provenance et intégration des ressources: maintien conservatoire","b7b35b513cc36bb03c1bdba0d2f622ca9afac643d658ffa878264efdfa134290","","","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin-vocabulary-audit.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","3683ecca11c092c2a0449531dedb31d54c165d5cbcf8b84121e3ef254e52d22c","docs/archive/2026-09-13/chantier/docs/tremplin-vocabulary-audit.md","3683ecca11c092c2a0449531dedb31d54c165d5cbcf8b84121e3ef254e52d22c","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin/TREMPLIN_PRODUCT_SPEC.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","23c19f11590f3ac221d6b2ebb4e7e28640853858093958a196ff984e5f50fd05","docs/archive/2026-09-13/chantier/docs/tremplin/TREMPLIN_PRODUCT_SPEC.md","23c19f11590f3ac221d6b2ebb4e7e28640853858093958a196ff984e5f50fd05","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin/token-backend-contract.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","87435af9c3cbbdeb6e009e2622e88509cc74272b04cae16112f28302a46b8f34","","","docs/tremplin-correction-plan.md | docs/tremplin-delivery.md","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tremplin/wiring-spec.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","b7ff9d9090e41313cb28cca3bf78dea063aac6fbe6a5ee4f50ec632a9e092d7a","","","","[]","métier; simulation vs opérations réelles; contrats cibles","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tv-editorial-policy.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","a1fbdf100074f44de50b00c54d9b0cea5bb8da0a064b647c8826f9a28d7d88d1","","","docs/scene-acceptance-matrix.md | docs/tv-investor-demo-script.md","[]","historique et décisions; périmètre de la version","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docs/tv-investor-demo-script.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","0ce5c32201408b254ba05693de21008d54e2a6a3e7231ed33928bdf98cfe6c06","docs/archive/2026-09-13/chantier/docs/tv-investor-demo-script.md","0ce5c32201408b254ba05693de21008d54e2a6a3e7231ed33928bdf98cfe6c06","","[]","historique et décisions; périmètre de la version","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"docsDO_NOT_USE_FOR_UI_TASKS_SUPABASE_SETUP.md","document","À remplacer","suivi","copie_reference","Sauvegarde avant remplacement; original actif inchangé","","1a8f25286f3f79fa193fe60105d2629dfcc6e3f6e2216b56902ecfe08648f127","docs/archive/2026-09-13/references-remplacees/docsDO_NOT_USE_FOR_UI_TASKS_SUPABASE_SETUP.md","1a8f25286f3f79fa193fe60105d2629dfcc6e3f6e2216b56902ecfe08648f127","","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"experiments/voice-correction/README.md","document","À archiver","suivi","copie_chantier","Références entrantes: copie historique, original maintenu pour ne pas casser les lecteurs","","51a0327a5f164635edf694940edd3da6f1e064c8fd00f7832b6c563712157dd8","docs/archive/2026-09-13/chantier/experiments/voice-correction/README.md","51a0327a5f164635edf694940edd3da6f1e064c8fd00f7832b6c563712157dd8","docs/meewav-audio-bridge-autotune-2026.md","[{""url"":""./candidates.json"",""target"":""experiments/voice-correction/candidates.json"",""exists"":true},{""url"":""./corpus.manifest.json"",""target"":""experiments/voice-correction/corpus.manifest.json"",""exists"":true},{""url"":""./latency-measurement.mjs"",""target"":""experiments/voice-correction/latency-measurement.mjs"",""exists"":true}]","historique et décisions; périmètre de la version","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/audio/rooms/twists/THIRD_PARTY_NOTICES.md","document","À conserver","suivi","laisse_en_place","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","c80f8a196f2aa36a9ed73a379a3f4234b448e18686bd658da16f964272da2c4b","","","docs/rooms/PLACE_IOS_COMPLETE_CONTEXT.md","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/audio/rooms/wave-test-pack/README.txt","document","À archiver","suivi","laisse_en_place","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","fdb81be804d591acb910622055c7cbe2edfa3e16c4f2c784deda784941d446db","","","","[]","architecture; contrats audio; limites du prototype; licences","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/avatar/optimization-report-v3.md","document","À archiver","suivi","laisse_en_place","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","b78e954aa81a3dcc61e2cbe56bf94a476f5b10bf02645552d9b3a9a657b49402","","","scripts/optimize-avatars-v3.mjs","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/avatar/optimization-report.md","document","À archiver","suivi","laisse_en_place","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","7dd517881875393daf49a785f212e31a54a8c3d3c3eb217acd14b2dd8f7b4854","","","","[]","protection technique ou juridique; intégrité du fichier","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/images/cage/portraits/CREDITS.md","document","À conserver","suivi","laisse_en_place","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","7deb752a7d1b2c7564acc544c411b405cabee3fca57531a8319a9befd07a95d1","","","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/images/rooms/launch/ASSET.md","document","À conserver","suivi","laisse_en_place","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","9cd84413be0dea0a440790851dbe4a68bb1417e037addf2e961e455d236975a3","","","","[]","règles métier; audio/live; permissions; migrations","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"public/media/demo/concept-album.txt","document","À archiver","suivi","laisse_en_place","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","Ressource publique, fixture, crédit ou rapport lié aux scripts: maintien conservatoire","4d941f6f41f4885dd7418ff4b58edabd91b42f9256f470a50b7503facd78be39","","","src/features/profile/profile.data.ts","[]","contrats; données publiques/privées; médias; simulation","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"scripts/avatar-dispatch/DISPATCH-GUIDE.md","document","À archiver","suivi","laisse_en_place","Provenance et transformation déterministe des données géographiques et fixtures","Provenance et transformation déterministe des données géographiques et fixtures","ed9f766c0505a8367f400f8d15347838e6ab0eba8551abcce218bfc9dfa354c6","","","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"server/mvt-tile-server/README.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","93e578d512b93042e72f41599b334356d302eb6f671d27abc4dd04f4caa41896","docs/archive/2026-09-13/chantier/server/mvt-tile-server/README.md","93e578d512b93042e72f41599b334356d302eb6f671d27abc4dd04f4caa41896","","[]","historique et décisions; périmètre de la version","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/globe/README.md","document","À remplacer","suivi","copie_reference","Sauvegarde avant remplacement; original actif inchangé","","0d59efd820e1065a89eeb2690805d3cc25ec4c47f3545a4cf3dd7f47bdfa5611","docs/archive/2026-09-13/references-remplacees/src/features/globe/README.md","0d59efd820e1065a89eeb2690805d3cc25ec4c47f3545a4cf3dd7f47bdfa5611","","[{""url"":""./guide-alpha/README.md"",""target"":""src/features/globe/guide-alpha/README.md"",""exists"":false}]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/globe/guide-alpha/CHECKLIST.md","document","À archiver","suivi","laisse_en_place","Référence depuis code, configuration ou script; fichier maintenu à son emplacement","Référencé hors documentation","6e85cf04e41eb675f3c9f1650c75afb74f43f733d28c9e2a06b73bd3ca4e4f74","","","src/features/globe/guide-alpha/COMMUNES-METROPOLITAINES.md | tests/geospatial/generate-city-iris.test.mjs","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/globe/guide-alpha/COMMUNES-METROPOLITAINES.md","document","À archiver","suivi","laisse_en_place","Contrat ou provenance géographique","Contrat ou provenance géographique","269a716ddfc0a0056f92a3efaa4e16ee21c419b10f84e7be4a858985614803e7","","","src/features/globe/guide-alpha/CHECKLIST.md","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/globe/guide-alpha/COMMUNES-MONO-PLAQUE.md","document","À archiver","suivi","laisse_en_place","Contrat ou provenance géographique","Contrat ou provenance géographique","28b166b4bf330539956040c5b1ea2326d9f43b885711ca7ead07156cf0329984","","","docs/geospatial/france-single-plate-national.md | docs/geospatial/france-wave-6.md | src/features/globe/guide-alpha/CHECKLIST.md | tests/geospatial/generate-city-iris.test.mjs","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/globe/guide-alpha/CONTRATS-DONNEES.md","document","À archiver","suivi","laisse_en_place","Contrat ou provenance géographique","Contrat ou provenance géographique","e3a83a4dc011582c339f07df893fd46c53460c01e373c73abdf87e6de91ce5be","","","src/features/globe/guide-alpha/CHECKLIST.md | tests/geospatial/generate-city-iris.test.mjs","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/globe/mapMechanics/flyMechanicsSnapshot.md","document","À archiver","suivi","deplace_chantier","Document historique autorisé, aucune référence ni lien relatif détecté","","8500fe0ffde4515b77dca94461ceb158650b65b9d494205c73e7ea0bdba2c67c","docs/archive/2026-09-13/chantier/src/features/globe/mapMechanics/flyMechanicsSnapshot.md","8500fe0ffde4515b77dca94461ceb158650b65b9d494205c73e7ea0bdba2c67c","","[]","architecture; configuration; provenance géographique","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
"src/features/scene/mediaGovernance/BACKEND_DEPENDENCIES.md","document","À conserver","suivi","laisse_en_place","Vérité technique conservée; aucune réécriture dans la phase 1","","a63a3f0260621f28416a89cbdd40d6f4e82120a504a2e28fb73c63c611dd4536","","","docs/scene-acceptance-matrix.md | docs/scene-final-audit.md","[]","sécurité; modèle de données; API; déploiement à attester","8e07a1071f13d72f07aa0aacfdf3a6534caa0ecb"
